label,starting_balance,ending_balance,net_pnl,closed_trades,wins,losses,open_trades,win_rate_pct,profit_factor,max_drawdown_pct,skipped_overlap_signals,candles_processed,decision_rows,events_logged,trades_opened,replay_start,replay_end,slice_kind,slice_name,regime,slice_start,slice_end,expectancy,positive_expectancy,expectancy_values
CHOPPY_2025-06-02_2025-06-20,10000.0,11164.24,1164.24,19,11,8,1,57.89,2.41,2.9,12,4076,4076,52,20,2025-06-02 00:00:00,2025-06-20 20:40:00,regime,CHOPPY_2025-06-02_2025-06-20,CHOPPY,2025-06-02,2025-06-20 23:55:00,61.28,1,158.21|-104.08|182.12|-104.86|-103.81|-87.73|185.28|160.18|186.19|162.31|-108.84|197.83|-109.73|-92.71|190.42|168.41|198.58|-113.28|199.76
NEUTRAL_2025-06-22_2025-06-22,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-06-22 22:05:00,2025-06-22 23:55:00,regime,NEUTRAL_2025-06-22_2025-06-22,NEUTRAL,2025-06-22,2025-06-22 23:55:00,0.0,0,
ALIGNED_RANGE_2025-06-23_2025-06-23,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-06-23 00:00:00,2025-06-23 23:55:00,regime,ALIGNED_RANGE_2025-06-23_2025-06-23,ALIGNED_RANGE,2025-06-23,2025-06-23 23:55:00,0.0,0,
NEUTRAL_2025-06-24_2025-06-24,10000.0,10078.0,78.0,2,1,1,1,50.0,1.75,1.02,14,276,276,20,3,2025-06-24 00:00:00,2025-06-24 23:55:00,regime,NEUTRAL_2025-06-24_2025-06-24,NEUTRAL,2025-06-24,2025-06-24 23:55:00,39.01,1,182.33|-104.32
CHOPPY_2025-06-25_2025-06-27,10000.0,10204.77,204.77,6,3,3,0,50.0,1.68,1.02,6,801,801,18,6,2025-06-25 00:00:00,2025-06-27 20:40:00,regime,CHOPPY_2025-06-25_2025-06-27,CHOPPY,2025-06-25,2025-06-27 23:55:00,34.13,1,-92.50|158.45|-103.16|187.90|159.68|-105.60
NEUTRAL_2025-06-29_2025-06-29,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-06-29 22:05:00,2025-06-29 23:55:00,regime,NEUTRAL_2025-06-29_2025-06-29,NEUTRAL,2025-06-29,2025-06-29 23:55:00,0.0,0,
CHOPPY_2025-06-30_2025-07-02,10000.0,10022.06,22.06,5,2,3,0,40.0,1.07,2.9,8,828,828,18,5,2025-06-30 00:00:00,2025-07-02 23:55:00,regime,CHOPPY_2025-06-30_2025-07-02,CHOPPY,2025-06-30,2025-07-02 23:55:00,4.41,1,159.26|161.61|-105.71|-104.65|-88.44
ALIGNED_RANGE_2025-07-03_2025-07-03,10000.0,10507.84,507.84,3,3,0,1,100.0,0.0,0.0,10,276,276,18,4,2025-07-03 00:00:00,2025-07-03 23:55:00,regime,ALIGNED_RANGE_2025-07-03_2025-07-03,ALIGNED_RANGE,2025-07-03,2025-07-03 23:55:00,169.28,1,156.47|187.87|163.50
CHOPPY_2025-07-04_2025-07-04,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,4,204,204,6,1,2025-07-04 00:00:00,2025-07-04 16:55:00,regime,CHOPPY_2025-07-04_2025-07-04,CHOPPY,2025-07-04,2025-07-04 23:55:00,-102.5,0,-102.50
ALIGNED_RANGE_2025-07-06_2025-07-06,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-07-06 22:05:00,2025-07-06 23:55:00,regime,ALIGNED_RANGE_2025-07-06_2025-07-06,ALIGNED_RANGE,2025-07-06,2025-07-06 23:55:00,0.0,0,
CHOPPY_2025-07-07_2025-07-07,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-07-07 00:00:00,2025-07-07 23:55:00,regime,CHOPPY_2025-07-07_2025-07-07,CHOPPY,2025-07-07,2025-07-07 23:55:00,0.0,0,
NEUTRAL_2025-07-08_2025-07-10,10000.0,9639.35,-360.65,7,1,6,1,14.29,0.34,3.61,26,828,828,42,8,2025-07-08 00:00:00,2025-07-10 23:55:00,regime,NEUTRAL_2025-07-08_2025-07-10,NEUTRAL,2025-07-08,2025-07-10 23:55:00,-51.52,0,-79.00|-101.71|-77.62|185.36|-101.77|-100.75|-85.16
CHOPPY_2025-07-11_2025-07-11,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,249,249,0,0,2025-07-11 00:00:00,2025-07-11 20:40:00,regime,CHOPPY_2025-07-11_2025-07-11,CHOPPY,2025-07-11,2025-07-11 23:55:00,0.0,0,
NEUTRAL_2025-07-13_2025-07-15,10000.0,10080.37,80.37,2,1,1,1,50.0,1.77,1.02,19,575,575,25,3,2025-07-13 22:05:00,2025-07-15 23:55:00,regime,NEUTRAL_2025-07-13_2025-07-15,NEUTRAL,2025-07-13,2025-07-15 23:55:00,40.19,1,184.72|-104.35
CHOPPY_2025-07-16_2025-07-16,10000.0,9796.02,-203.98,2,0,2,1,0.0,0.0,2.04,3,276,276,9,3,2025-07-16 00:00:00,2025-07-16 23:55:00,regime,CHOPPY_2025-07-16_2025-07-16,CHOPPY,2025-07-16,2025-07-16 23:55:00,-101.99,0,-102.50|-101.48
NEUTRAL_2025-07-17_2025-07-17,10000.0,10159.31,159.31,1,1,0,1,100.0,0.0,0.0,6,276,276,10,2,2025-07-17 00:00:00,2025-07-17 23:55:00,regime,NEUTRAL_2025-07-17_2025-07-17,NEUTRAL,2025-07-17,2025-07-17 23:55:00,159.31,1,159.31
CHOPPY_2025-07-18_2025-07-18,10000.0,9810.88,-189.12,2,0,2,1,0.0,0.0,1.89,10,249,249,16,3,2025-07-18 00:00:00,2025-07-18 20:40:00,regime,CHOPPY_2025-07-18_2025-07-18,CHOPPY,2025-07-18,2025-07-18 23:55:00,-94.56,0,-87.50|-101.62
NEUTRAL_2025-07-20_2025-07-21,10000.0,10266.46,266.46,3,2,1,1,66.67,3.51,1.02,18,299,299,26,4,2025-07-20 22:05:00,2025-07-21 23:55:00,regime,NEUTRAL_2025-07-20_2025-07-21,NEUTRAL,2025-07-20,2025-07-21 23:55:00,88.82,1,185.30|187.39|-106.23
CHOPPY_2025-07-22_2025-07-22,10000.0,10158.26,158.26,1,1,0,1,100.0,0.0,0.0,20,276,276,24,2,2025-07-22 00:00:00,2025-07-22 23:55:00,regime,CHOPPY_2025-07-22_2025-07-22,CHOPPY,2025-07-22,2025-07-22 23:55:00,158.26,1,158.26
NEUTRAL_2025-07-23_2025-07-23,10000.0,10092.58,92.58,2,1,1,1,50.0,2.0,0.92,5,276,276,11,3,2025-07-23 00:00:00,2025-07-23 23:55:00,regime,NEUTRAL_2025-07-23_2025-07-23,NEUTRAL,2025-07-23,2025-07-23 23:55:00,46.29,1,-92.50|185.08
CHOPPY_2025-07-24_2025-07-24,10000.0,10000.0,0.0,0,0,0,1,0.0,0.0,0.0,8,276,276,10,1,2025-07-24 00:00:00,2025-07-24 23:55:00,regime,CHOPPY_2025-07-24_2025-07-24,CHOPPY,2025-07-24,2025-07-24 23:55:00,0.0,0,
NEUTRAL_2025-07-25_2025-07-27,10000.0,10158.43,158.43,1,1,0,0,100.0,0.0,0.0,2,272,272,4,1,2025-07-25 00:00:00,2025-07-27 23:55:00,regime,NEUTRAL_2025-07-25_2025-07-27,NEUTRAL,2025-07-25,2025-07-27 23:55:00,158.43,1,158.43
CHOPPY_2025-07-28_2025-08-01,10000.0,10609.31,609.31,8,5,3,0,62.5,3.13,1.02,19,1353,1353,35,8,2025-07-28 00:00:00,2025-08-01 20:40:00,regime,CHOPPY_2025-07-28_2025-08-01,CHOPPY,2025-07-28,2025-08-01 23:55:00,76.16,1,-87.50|185.04|191.14|-89.95|160.94|193.06|-108.03|164.60
NEUTRAL_2025-08-03_2025-08-04,10000.0,9912.5,-87.5,1,0,1,1,0.0,0.0,0.88,17,299,299,21,2,2025-08-03 22:05:00,2025-08-04 23:55:00,regime,NEUTRAL_2025-08-03_2025-08-04,NEUTRAL,2025-08-03,2025-08-04 23:55:00,-87.5,0,-87.50
CHOPPY_2025-08-05_2025-08-05,10000.0,9897.5,-102.5,1,0,1,1,0.0,0.0,1.03,19,276,276,23,2,2025-08-05 00:00:00,2025-08-05 23:55:00,regime,CHOPPY_2025-08-05_2025-08-05,CHOPPY,2025-08-05,2025-08-05 23:55:00,-102.5,0,-102.50
NEUTRAL_2025-08-06_2025-08-06,10000.0,10095.67,95.67,2,1,1,0,50.0,2.09,0.88,3,276,276,7,2,2025-08-06 00:00:00,2025-08-06 23:55:00,regime,NEUTRAL_2025-08-06_2025-08-06,NEUTRAL,2025-08-06,2025-08-06 23:55:00,47.83,1,-87.50|183.17
CHOPPY_2025-08-07_2025-08-07,10000.0,10451.68,451.68,4,3,1,0,75.0,6.16,0.88,2,276,276,10,4,2025-08-07 00:00:00,2025-08-07 23:55:00,regime,CHOPPY_2025-08-07_2025-08-07,CHOPPY,2025-08-07,2025-08-07 23:55:00,112.92,1,-87.50|186.25|190.21|162.72
NEUTRAL_2025-08-08_2025-08-08,10000.0,10159.44,159.44,1,1,0,0,100.0,0.0,0.0,0,249,249,2,1,2025-08-08 00:00:00,2025-08-08 20:40:00,regime,NEUTRAL_2025-08-08_2025-08-08,NEUTRAL,2025-08-08,2025-08-08 23:55:00,159.44,1,159.44
CHOPPY_2025-08-10_2025-08-10,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-08-10 22:05:00,2025-08-10 23:55:00,regime,CHOPPY_2025-08-10_2025-08-10,CHOPPY,2025-08-10,2025-08-10 23:55:00,0.0,0,
NEUTRAL_2025-08-11_2025-08-12,10000.0,10109.69,109.69,4,2,2,0,50.0,1.57,1.03,12,552,552,20,4,2025-08-11 00:00:00,2025-08-12 23:55:00,regime,NEUTRAL_2025-08-11_2025-08-12,NEUTRAL,2025-08-11,2025-08-12 23:55:00,27.42,1,-102.50|112.07|189.31|-89.19
CHOPPY_2025-08-13_2025-08-13,10000.0,9728.41,-271.59,3,0,3,0,0.0,0.0,2.72,11,276,276,17,3,2025-08-13 00:00:00,2025-08-13 23:55:00,regime,CHOPPY_2025-08-13_2025-08-13,CHOPPY,2025-08-13,2025-08-13 23:55:00,-90.53,0,-102.50|-78.22|-90.87
NEUTRAL_2025-08-14_2025-08-14,10000.0,10373.06,373.06,2,2,0,1,100.0,0.0,0.0,3,276,276,9,3,2025-08-14 00:00:00,2025-08-14 23:55:00,regime,NEUTRAL_2025-08-14_2025-08-14,NEUTRAL,2025-08-14,2025-08-14 23:55:00,186.53,1,184.84|188.21
CHOPPY_2025-08-15_2025-08-15,10000.0,9810.88,-189.12,2,0,2,1,0.0,0.0,1.89,12,249,249,18,3,2025-08-15 00:00:00,2025-08-15 20:40:00,regime,CHOPPY_2025-08-15_2025-08-15,CHOPPY,2025-08-15,2025-08-15 23:55:00,-94.56,0,-87.50|-101.62
NEUTRAL_2025-08-17_2025-08-17,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-08-17 22:05:00,2025-08-17 23:55:00,regime,NEUTRAL_2025-08-17_2025-08-17,NEUTRAL,2025-08-17,2025-08-17 23:55:00,0.0,0,
CHOPPY_2025-08-18_2025-08-24,10000.0,10124.73,124.73,13,5,8,1,38.46,1.16,3.75,110,1376,1376,138,14,2025-08-18 00:00:00,2025-08-24 23:55:00,regime,CHOPPY_2025-08-18_2025-08-24,CHOPPY,2025-08-18,2025-08-24 23:55:00,9.59,1,-87.50|-86.76|-100.76|-99.75|177.79|182.30|-102.35|-86.51|155.30|-102.02|182.06|187.39|-94.47
ALIGNED_RANGE_2025-08-25_2025-08-25,10000.0,9734.75,-265.25,3,0,3,0,0.0,0.0,2.65,22,276,276,28,3,2025-08-25 00:00:00,2025-08-25 23:55:00,regime,ALIGNED_RANGE_2025-08-25_2025-08-25,ALIGNED_RANGE,2025-08-25,2025-08-25 23:55:00,-88.42,0,-102.50|-101.48|-61.28
NEUTRAL_2025-08-26_2025-08-26,10000.0,10079.2,79.2,2,1,1,0,50.0,1.77,1.03,2,276,276,6,2,2025-08-26 00:00:00,2025-08-26 23:55:00,regime,NEUTRAL_2025-08-26_2025-08-26,NEUTRAL,2025-08-26,2025-08-26 23:55:00,39.6,1,-102.50|181.70
CHOPPY_2025-08-27_2025-08-28,10000.0,9788.34,-211.66,5,1,4,1,20.0,0.43,2.12,20,552,552,32,6,2025-08-27 00:00:00,2025-08-28 23:55:00,regime,CHOPPY_2025-08-27_2025-08-28,CHOPPY,2025-08-27,2025-08-28 23:55:00,-42.33,0,-102.50|-78.22|157.77|-102.27|-86.44
NEUTRAL_2025-08-29_2025-08-31,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,9,272,272,11,1,2025-08-29 00:00:00,2025-08-31 23:55:00,regime,NEUTRAL_2025-08-29_2025-08-31,NEUTRAL,2025-08-29,2025-08-31 23:55:00,-102.5,0,-102.50
CHOPPY_2025-09-01_2025-09-01,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,9,246,246,11,1,2025-09-01 00:00:00,2025-09-01 23:55:00,regime,CHOPPY_2025-09-01_2025-09-01,CHOPPY,2025-09-01,2025-09-01 23:55:00,-102.5,0,-102.50
NEUTRAL_2025-09-02_2025-09-02,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-09-02 00:00:00,2025-09-02 23:55:00,regime,NEUTRAL_2025-09-02_2025-09-02,NEUTRAL,2025-09-02,2025-09-02 23:55:00,0.0,0,
CHOPPY_2025-09-03_2025-09-03,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,1,276,276,3,1,2025-09-03 00:00:00,2025-09-03 23:55:00,regime,CHOPPY_2025-09-03_2025-09-03,CHOPPY,2025-09-03,2025-09-03 23:55:00,-102.5,0,-102.50
NEUTRAL_2025-09-04_2025-09-04,10000.0,10345.91,345.91,2,2,0,0,100.0,0.0,0.0,7,276,276,11,2,2025-09-04 00:00:00,2025-09-04 23:55:00,regime,NEUTRAL_2025-09-04_2025-09-04,NEUTRAL,2025-09-04,2025-09-04 23:55:00,172.96,1,183.83|162.09
CHOPPY_2025-09-05_2025-09-14,10000.0,11468.17,1468.17,14,10,4,0,71.43,4.78,1.74,16,1648,1648,44,14,2025-09-05 00:00:00,2025-09-14 23:55:00,regime,CHOPPY_2025-09-05_2025-09-14,CHOPPY,2025-09-05,2025-09-14 23:55:00,104.87,1,-87.50|158.79|185.19|163.31|192.20|-108.62|168.12|168.28|203.50|-96.37|-95.55|205.39|203.39|208.02
ALIGNED_RANGE_2025-09-15_2025-09-15,10000.0,10571.82,571.82,3,3,0,1,100.0,0.0,0.0,12,276,276,20,4,2025-09-15 00:00:00,2025-09-15 23:55:00,regime,ALIGNED_RANGE_2025-09-15_2025-09-15,ALIGNED_RANGE,2025-09-15,2025-09-15 23:55:00,190.61,1,186.56|190.90|194.36
CHOPPY_2025-09-16_2025-09-25,10000.0,10719.96,719.96,15,8,7,0,53.33,2.09,2.75,22,2204,2204,52,15,2025-09-16 00:00:00,2025-09-25 23:55:00,regime,CHOPPY_2025-09-16_2025-09-25,CHOPPY,2025-09-16,2025-09-25 23:55:00,48.0,1,157.58|-88.84|-103.19|-87.21|164.33|158.82|-89.21|-93.51|159.10|161.41|190.37|-107.80|191.91|-92.72|198.90
ALIGNED_RANGE_2025-09-26_2025-09-26,10000.0,10243.83,243.83,3,2,1,0,66.67,3.34,1.02,4,249,249,10,3,2025-09-26 00:00:00,2025-09-26 20:40:00,regime,ALIGNED_RANGE_2025-09-26_2025-09-26,ALIGNED_RANGE,2025-09-26,2025-09-26 23:55:00,81.28,1,160.51|-104.11|187.43
CHOPPY_2025-09-28_2025-09-30,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,575,575,0,0,2025-09-28 22:05:00,2025-09-30 23:55:00,regime,CHOPPY_2025-09-28_2025-09-30,CHOPPY,2025-09-28,2025-09-30 23:55:00,0.0,0,
NEUTRAL_2025-10-01_2025-10-01,10000.0,10159.69,159.69,1,1,0,0,100.0,0.0,0.0,0,276,276,2,1,2025-10-01 00:00:00,2025-10-01 23:55:00,regime,NEUTRAL_2025-10-01_2025-10-01,NEUTRAL,2025-10-01,2025-10-01 23:55:00,159.69,1,159.69
CHOPPY_2025-10-02_2025-10-13,10000.0,10428.66,428.66,4,3,1,0,75.0,5.11,1.02,1,2200,2200,9,4,2025-10-02 00:00:00,2025-10-13 23:55:00,regime,CHOPPY_2025-10-02_2025-10-13,CHOPPY,2025-10-02,2025-10-13 23:55:00,107.16,1,183.60|-104.34|185.66|163.73
ALIGNED_RANGE_2025-10-14_2025-10-14,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-10-14 00:00:00,2025-10-14 23:55:00,regime,ALIGNED_RANGE_2025-10-14_2025-10-14,ALIGNED_RANGE,2025-10-14,2025-10-14 23:55:00,0.0,0,
NEUTRAL_2025-10-15_2025-10-15,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-10-15 00:00:00,2025-10-15 23:55:00,regime,NEUTRAL_2025-10-15_2025-10-15,NEUTRAL,2025-10-15,2025-10-15 23:55:00,0.0,0,
CHOPPY_2025-10-16_2025-10-17,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,525,525,0,0,2025-10-16 00:00:00,2025-10-17 20:40:00,regime,CHOPPY_2025-10-16_2025-10-17,CHOPPY,2025-10-16,2025-10-17 23:55:00,0.0,0,
ALIGNED_RANGE_2025-10-19_2025-10-19,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,23,23,0,0,2025-10-19 22:05:00,2025-10-19 23:55:00,regime,ALIGNED_RANGE_2025-10-19_2025-10-19,ALIGNED_RANGE,2025-10-19,2025-10-19 23:55:00,0.0,0,
CHOPPY_2025-10-20_2025-10-24,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,0,1353,1353,2,1,2025-10-20 00:00:00,2025-10-24 20:40:00,regime,CHOPPY_2025-10-20_2025-10-24,CHOPPY,2025-10-20,2025-10-24 23:55:00,-102.5,0,-102.50
NEUTRAL_2025-10-26_2025-10-27,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,299,299,0,0,2025-10-26 22:05:00,2025-10-27 23:55:00,regime,NEUTRAL_2025-10-26_2025-10-27,NEUTRAL,2025-10-26,2025-10-27 23:55:00,0.0,0,
CHOPPY_2025-10-28_2025-11-09,10000.0,9847.29,-152.71,5,1,4,0,20.0,0.55,3.36,1,2464,2464,11,5,2025-10-28 00:00:00,2025-11-09 23:55:00,regime,CHOPPY_2025-10-28_2025-11-09,CHOPPY,2025-10-28,2025-11-09 23:55:00,-30.54,0,-87.50|-86.76|-100.76|-60.85|183.15
ALIGNED_RANGE_2025-11-10_2025-11-10,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-11-10 00:00:00,2025-11-10 23:55:00,regime,ALIGNED_RANGE_2025-11-10_2025-11-10,ALIGNED_RANGE,2025-11-10,2025-11-10 23:55:00,0.0,0,
CHOPPY_2025-11-11_2025-11-21,10000.0,10082.12,82.12,5,2,3,0,40.0,1.28,2.9,1,2465,2465,11,5,2025-11-11 00:00:00,2025-11-21 21:40:00,regime,CHOPPY_2025-11-11_2025-11-21,CHOPPY,2025-11-11,2025-11-21 23:55:00,16.42,1,189.78|-104.40|-88.23|-102.47|187.44
NEUTRAL_2025-11-23_2025-11-23,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2025-11-23 23:05:00,2025-11-23 23:55:00,regime,NEUTRAL_2025-11-23_2025-11-23,NEUTRAL,2025-11-23,2025-11-23 23:55:00,0.0,0,
CHOPPY_2025-11-24_2025-11-28,10000.0,10187.3,187.3,6,3,3,0,50.0,1.63,2.9,5,1303,1303,17,6,2025-11-24 00:00:00,2025-11-28 19:40:00,regime,CHOPPY_2025-11-24_2025-11-28,CHOPPY,2025-11-24,2025-11-28 23:55:00,31.22,1,160.40|163.34|-105.74|-89.35|-103.79|162.44
ALIGNED_RANGE_2025-11-30_2025-11-30,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2025-11-30 23:05:00,2025-11-30 23:55:00,regime,ALIGNED_RANGE_2025-11-30_2025-11-30,ALIGNED_RANGE,2025-11-30,2025-11-30 23:55:00,0.0,0,
CHOPPY_2025-12-01_2025-12-05,10000.0,9809.25,-190.75,5,1,4,0,20.0,0.5,3.75,0,1365,1365,10,5,2025-12-01 00:00:00,2025-12-05 21:40:00,regime,CHOPPY_2025-12-01_2025-12-05,CHOPPY,2025-12-01,2025-12-05 23:55:00,-38.15,0,190.99|-89.12|-103.52|-102.48|-86.61
ALIGNED_RANGE_2025-12-07_2025-12-07,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,9,9,0,0,2025-12-07 23:05:00,2025-12-07 23:55:00,regime,ALIGNED_RANGE_2025-12-07_2025-12-07,ALIGNED_RANGE,2025-12-07,2025-12-07 23:55:00,0.0,0,
CHOPPY_2025-12-08_2025-12-19,10000.0,10120.7,120.7,8,3,5,0,37.5,1.27,1.89,4,2741,2741,20,8,2025-12-08 00:00:00,2025-12-19 21:40:00,regime,CHOPPY_2025-12-08_2025-12-19,CHOPPY,2025-12-08,2025-12-19 23:55:00,15.09,1,-62.50|-101.88|185.91|-102.72|-86.81|186.81|191.16|-89.28
ALIGNED_TREND_2025-12-21_2025-12-21,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2025-12-21 23:05:00,2025-12-21 23:55:00,regime,ALIGNED_TREND_2025-12-21_2025-12-21,ALIGNED_TREND,2025-12-21,2025-12-21 23:55:00,0.0,0,
CHOPPY_2025-12-22_2025-12-23,10000.0,10183.0,183.0,1,1,0,0,100.0,0.0,0.0,0,552,552,2,1,2025-12-22 00:00:00,2025-12-23 23:55:00,regime,CHOPPY_2025-12-22_2025-12-23,CHOPPY,2025-12-22,2025-12-23 23:55:00,183.0,1,183.00
ALIGNED_RANGE_2025-12-24_2025-12-24,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,225,225,0,0,2025-12-24 00:00:00,2025-12-24 18:40:00,regime,ALIGNED_RANGE_2025-12-24_2025-12-24,ALIGNED_RANGE,2025-12-24,2025-12-24 23:55:00,0.0,0,
NEUTRAL_2025-12-25_2025-12-25,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,12,12,0,0,2025-12-25 23:00:00,2025-12-25 23:55:00,regime,NEUTRAL_2025-12-25_2025-12-25,NEUTRAL,2025-12-25,2025-12-25 23:55:00,0.0,0,
CHOPPY_2025-12-26_2025-12-26,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,261,261,0,0,2025-12-26 00:00:00,2025-12-26 21:40:00,regime,CHOPPY_2025-12-26_2025-12-26,CHOPPY,2025-12-26,2025-12-26 23:55:00,0.0,0,
NEUTRAL_2025-12-28_2025-12-28,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2025-12-28 23:05:00,2025-12-28 23:55:00,regime,NEUTRAL_2025-12-28_2025-12-28,NEUTRAL,2025-12-28,2025-12-28 23:55:00,0.0,0,
CHOPPY_2025-12-29_2025-12-29,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-12-29 00:00:00,2025-12-29 23:55:00,regime,CHOPPY_2025-12-29_2025-12-29,CHOPPY,2025-12-29,2025-12-29 23:55:00,0.0,0,
NEUTRAL_2025-12-30_2025-12-30,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2025-12-30 00:00:00,2025-12-30 23:55:00,regime,NEUTRAL_2025-12-30_2025-12-30,NEUTRAL,2025-12-30,2025-12-30 23:55:00,0.0,0,
CHOPPY_2025-12-31_2026-01-02,10000.0,10000.0,0.0,0,0,0,1,0.0,0.0,0.0,0,537,537,2,1,2025-12-31 00:00:00,2026-01-02 21:40:00,regime,CHOPPY_2025-12-31_2026-01-02,CHOPPY,2025-12-31,2026-01-02 23:55:00,0.0,0,
VOLATILE_2026-01-04_2026-01-04,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2026-01-04 23:05:00,2026-01-04 23:55:00,regime,VOLATILE_2026-01-04_2026-01-04,VOLATILE,2026-01-04,2026-01-04 23:55:00,0.0,0,
CHOPPY_2026-01-05_2026-01-05,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2026-01-05 00:00:00,2026-01-05 23:55:00,regime,CHOPPY_2026-01-05_2026-01-05,CHOPPY,2026-01-05,2026-01-05 23:55:00,0.0,0,
ALIGNED_RANGE_2026-01-06_2026-01-06,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2026-01-06 00:00:00,2026-01-06 23:55:00,regime,ALIGNED_RANGE_2026-01-06_2026-01-06,ALIGNED_RANGE,2026-01-06,2026-01-06 23:55:00,0.0,0,
CHOPPY_2026-01-07_2026-01-09,10000.0,10353.31,353.31,2,2,0,0,100.0,0.0,0.0,0,813,813,4,2,2026-01-07 00:00:00,2026-01-09 21:40:00,regime,CHOPPY_2026-01-07_2026-01-09,CHOPPY,2026-01-07,2026-01-09 23:55:00,176.66,1,160.79|192.52
ALIGNED_TREND_2026-01-11_2026-01-11,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2026-01-11 23:05:00,2026-01-11 23:55:00,regime,ALIGNED_TREND_2026-01-11_2026-01-11,ALIGNED_TREND,2026-01-11,2026-01-11 23:55:00,0.0,0,
CHOPPY_2026-01-12_2026-01-12,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2026-01-12 00:00:00,2026-01-12 23:55:00,regime,CHOPPY_2026-01-12_2026-01-12,CHOPPY,2026-01-12,2026-01-12 23:55:00,0.0,0,
NEUTRAL_2026-01-13_2026-01-13,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2026-01-13 00:00:00,2026-01-13 23:55:00,regime,NEUTRAL_2026-01-13_2026-01-13,NEUTRAL,2026-01-13,2026-01-13 23:55:00,0.0,0,
CHOPPY_2026-01-14_2026-01-14,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,276,276,0,0,2026-01-14 00:00:00,2026-01-14 23:55:00,regime,CHOPPY_2026-01-14_2026-01-14,CHOPPY,2026-01-14,2026-01-14 23:55:00,0.0,0,
ALIGNED_RANGE_2026-01-15_2026-01-15,10000.0,9897.5,-102.5,1,0,1,0,0.0,0.0,1.03,0,276,276,2,1,2026-01-15 00:00:00,2026-01-15 23:55:00,regime,ALIGNED_RANGE_2026-01-15_2026-01-15,ALIGNED_RANGE,2026-01-15,2026-01-15 23:55:00,-102.5,0,-102.50
NEUTRAL_2026-01-16_2026-01-16,10000.0,10158.74,158.74,1,1,0,0,100.0,0.0,0.0,0,261,261,2,1,2026-01-16 00:00:00,2026-01-16 21:40:00,regime,NEUTRAL_2026-01-16_2026-01-16,NEUTRAL,2026-01-16,2026-01-16 23:55:00,158.74,1,158.74
VOLATILE_2026-01-18_2026-01-18,10000.0,10000.0,0.0,0,0,0,0,0.0,0.0,0.0,0,11,11,0,0,2026-01-18 23:05:00,2026-01-18 23:55:00,regime,VOLATILE_2026-01-18_2026-01-18,VOLATILE,2026-01-18,2026-01-18 23:55:00,0.0,0,
