time,open,high,low,close,tick_volume,spread,real_volume,MA20,range,momentum,vol_avg,volume_spike,prev_high,prev_low,bos_up,bos_down,trend,zone_high_20,zone_low_20,near_support,near_resistance,candle_range,avg_range_20,direction,flip,flip_count_10,market_state,score,signal,bias
2026-04-08 19:55:00,4729.81,4731.9,4727.92,4730.7,1131,15,0,4716.1715,3.979999999999563,0.8499999999994543,1573.5,False,4730.6,4725.76,1,0,bullish,4731.93,4699.61,0,0,3.979999999999563,7.249999999999955,1,0,4.0,RANGING,38,NO_TRADE,NONE
2026-04-08 20:00:00,4730.7,4732.25,4728.61,4731.7,700,15,0,4716.575,3.640000000000328,1.0,1476.55,False,4731.9,4727.92,1,0,bullish,4732.25,4699.61,0,1,3.640000000000328,6.904999999999973,1,0,4.0,RANGING,58,C_SETUP,NONE
2026-04-08 20:05:00,4731.69,4732.1,4727.6,4727.71,544,28,0,4716.836,4.5,-3.9899999999997817,1388.15,False,4732.25,4728.61,0,1,bearish,4732.25,4699.61,0,0,4.5,6.679999999999973,0,1,4.0,RANGING,28,NO_TRADE,NONE
2026-04-08 20:10:00,4727.77,4728.46,4726.5,4727.94,468,28,0,4717.085,1.9600000000000364,0.2299999999995634,1328.1,False,4732.1,4727.6,0,1,bearish,4732.25,4699.61,0,0,1.9600000000000364,6.558999999999969,1,1,5.0,RANGING,38,NO_TRADE,NONE
2026-04-08 20:15:00,4727.94,4730.1,4724.13,4724.41,415,28,0,4717.5605000000005,5.970000000000255,-3.5299999999997453,1257.1,False,4728.46,4726.5,1,1,bearish,4732.25,4699.61,0,0,5.970000000000255,6.36550000000002,0,1,6.0,CHOPPY,20,NO_TRADE,NONE
2026-04-08 20:20:00,4724.41,4725.15,4722.44,4725.12,419,28,0,4718.338,2.7100000000000364,0.7100000000000364,1189.7,False,4730.1,4724.13,0,1,bearish,4732.25,4699.61,0,0,2.7100000000000364,6.084500000000025,1,1,6.0,CHOPPY,30,NO_TRADE,NONE
2026-04-08 20:25:00,4725.1,4725.12,4721.36,4723.22,430,28,0,4718.981,3.7600000000002174,-1.899999999999636,1133.75,False,4725.15,4722.44,0,1,bearish,4732.25,4699.61,0,0,3.7600000000002174,5.833500000000004,0,1,7.0,CHOPPY,30,NO_TRADE,NONE
2026-04-08 20:30:00,4723.22,4724.12,4720.96,4723.79,384,28,0,4719.777499999999,3.1599999999998545,0.569999999999709,1072.15,False,4725.12,4721.36,0,1,bearish,4732.25,4699.61,0,0,3.1599999999998545,5.619500000000016,1,1,7.0,CHOPPY,30,NO_TRADE,NONE
2026-04-08 20:35:00,4723.79,4724.09,4721.27,4722.81,277,28,0,4720.645,2.819999999999709,-0.9799999999995634,1010.35,False,4724.12,4720.96,0,0,neutral,4732.25,4699.61,0,0,2.819999999999709,5.558500000000004,0,1,7.0,CHOPPY,10,NO_TRADE,NONE
2026-04-08 20:40:00,4722.81,4723.86,4721.99,4722.37,233,28,0,4721.6565,1.8699999999998909,-0.4400000000005093,921.0,False,4724.09,4721.27,0,0,neutral,4732.25,4699.61,0,0,1.8699999999998909,5.299499999999989,0,0,7.0,CHOPPY,10,NO_TRADE,NONE
2026-04-08 20:45:00,4722.37,4724.48,4719.81,4719.94,558,28,0,4722.259,4.669999999999163,-2.430000000000291,847.95,False,4723.86,4721.99,1,1,bearish,4732.25,4706.64,0,0,4.669999999999163,5.06599999999994,0,0,7.0,CHOPPY,30,NO_TRADE,NONE
2026-04-08 20:50:00,4719.93,4720.92,4717.1,4718.9,823,28,0,4722.424499999999,3.819999999999709,-1.0399999999999636,811.4,True,4724.48,4719.81,0,1,bearish,4732.25,4707.43,0,0,3.819999999999709,4.764999999999963,0,0,7.0,CHOPPY,37,NO_TRADE,NONE
2026-04-08 20:55:00,4718.92,4720.76,4718.39,4719.06,394,28,0,4722.8015,2.369999999999891,0.1600000000007639,768.45,False,4720.92,4717.1,0,0,neutral,4732.25,4707.43,0,0,2.369999999999891,4.470499999999947,1,1,7.0,CHOPPY,10,NO_TRADE,NONE
2026-04-08 22:00:00,4727.58,4731.94,4722.64,4727.4,457,28,0,4723.6305,9.299999999999272,8.339999999999236,740.45,False,4720.76,4718.39,1,0,bullish,4732.25,4707.43,0,0,9.299999999999272,4.757499999999936,0,1,7.0,CHOPPY,40,NO_TRADE,NONE
2026-04-08 22:05:00,4727.37,4729.45,4720.58,4722.41,362,28,0,4724.315,8.86999999999989,-4.989999999999782,701.25,False,4731.94,4722.64,0,1,bearish,4732.25,4708.11,0,0,8.86999999999989,4.835499999999956,0,0,6.0,CHOPPY,20,NO_TRADE,NONE
2026-04-08 22:10:00,4722.41,4723.04,4709.24,4712.2,932,28,0,4724.079,13.800000000000182,-10.210000000000036,678.4,True,4729.45,4720.58,0,1,bearish,4732.25,4709.24,0,0,13.800000000000182,4.982999999999947,0,0,5.0,VOLATILE,32,NO_TRADE,NONE
2026-04-08 22:15:00,4712.2,4717.31,4708.02,4711.76,712,28,0,4723.4655,9.289999999999964,-0.4399999999995998,634.3,True,4723.04,4709.24,0,1,bearish,4732.25,4708.02,0,0,9.289999999999964,5.017499999999927,0,0,4.0,RANGING,55,C_SETUP,NONE
2026-04-08 22:20:00,4712.5,4713.56,4704.53,4712.49,863,28,0,4722.985,9.030000000000657,0.7299999999995634,618.55,True,4717.31,4708.02,0,1,bearish,4732.25,4704.53,0,0,9.030000000000657,5.261999999999944,0,0,3.0,TRENDING,52,C_SETUP,NONE
2026-04-08 22:25:00,4712.49,4713.48,4708.93,4713.46,402,28,0,4722.361999999999,4.549999999999272,0.9700000000002548,585.45,False,4713.56,4704.53,0,0,neutral,4732.25,4704.53,0,0,4.549999999999272,5.245499999999902,1,1,3.0,RANGING,18,NO_TRADE,NONE
2026-04-08 22:30:00,4713.46,4717.21,4705.73,4716.79,929,28,0,4721.709000000001,11.480000000000471,3.3299999999999272,571.65,True,4713.48,4708.93,1,1,bearish,4732.25,4704.53,0,0,11.480000000000471,5.577499999999918,1,0,3.0,VOLATILE,42,NO_TRADE,NONE
2026-04-08 22:35:00,4716.98,4719.52,4712.8,4713.46,945,28,0,4720.847,6.720000000000255,-3.3299999999999272,562.35,True,4717.21,4705.73,1,0,bullish,4732.25,4704.53,0,0,6.720000000000255,5.714499999999953,0,1,4.0,RANGING,35,NO_TRADE,NONE
2026-04-08 22:40:00,4713.46,4717.62,4710.96,4712.7,687,28,0,4719.896999999999,6.659999999999855,-0.7600000000002183,561.7,True,4719.52,4712.8,0,1,bearish,4732.1,4704.53,0,0,6.659999999999855,5.865499999999929,0,0,4.0,RANGING,45,NO_TRADE,NONE
2026-04-08 22:45:00,4712.81,4716.2,4711.7,4715.23,370,28,0,4719.273,4.5,2.5299999999997453,553.0,False,4717.62,4710.96,0,0,neutral,4731.94,4704.53,0,0,4.5,5.865499999999929,1,1,4.0,RANGING,8,NO_TRADE,NONE
2026-04-08 22:50:00,4715.23,4718.61,4714.06,4716.58,616,28,0,4718.705,4.549999999999272,1.3500000000003638,560.4,True,4716.2,4711.7,1,0,bullish,4731.94,4704.53,0,0,4.549999999999272,5.994999999999891,1,0,3.0,RANGING,45,NO_TRADE,NONE
2026-04-08 22:55:00,4716.58,4720.11,4715.15,4717.68,624,28,0,4718.3685,4.960000000000036,1.1000000000003638,570.85,True,4718.61,4714.06,1,0,bullish,4731.94,4704.53,0,0,4.960000000000036,5.94449999999988,1,0,3.0,RANGING,45,NO_TRADE,NONE
2026-04-08 23:00:00,4717.68,4717.68,4709.31,4714.42,740,28,0,4717.8335,8.36999999999989,-3.2600000000002183,586.9,True,4720.11,4715.15,0,1,bearish,4731.94,4704.53,0,0,8.36999999999989,6.227499999999873,0,1,4.0,RANGING,45,NO_TRADE,NONE
2026-04-08 23:05:00,4714.42,4717.67,4707.25,4707.43,887,28,0,4717.044,10.420000000000073,-6.989999999999782,609.75,True,4717.68,4709.31,0,1,bearish,4731.94,4704.53,0,0,10.420000000000073,6.560499999999865,0,0,4.0,RANGING,35,NO_TRADE,NONE
2026-04-08 23:10:00,4707.33,4711.53,4705.48,4708.61,842,15,0,4716.285000000001,6.050000000000182,1.1799999999993815,632.65,True,4717.67,4707.25,0,1,bearish,4731.94,4704.53,0,0,6.050000000000182,6.704999999999882,1,1,5.0,RANGING,45,NO_TRADE,NONE
2026-04-08 23:15:00,4708.6,4713.42,4705.89,4713.21,680,15,0,4715.804999999999,7.529999999999745,4.600000000000364,652.8,True,4711.53,4705.48,1,0,bullish,4731.94,4704.53,0,0,7.529999999999745,6.940499999999884,1,0,4.0,RANGING,35,NO_TRADE,NONE
2026-04-08 23:20:00,4713.01,4716.14,4710.54,4713.47,641,15,0,4715.36,5.600000000000364,0.2600000000002183,673.2,False,4713.42,4705.89,1,0,bullish,4731.94,4704.53,0,0,5.600000000000364,7.126999999999907,1,0,4.0,RANGING,48,NO_TRADE,NONE
2026-04-08 23:25:00,4713.46,4713.46,4710.04,4710.04,574,15,0,4714.865,3.4200000000000728,-3.430000000000291,674.0,False,4716.14,4710.54,0,1,bearish,4731.94,4704.53,0,0,3.4200000000000728,7.064499999999953,0,1,4.0,RANGING,28,NO_TRADE,NONE
2026-04-08 23:30:00,4710.1,4711.22,4707.16,4710.8,610,15,0,4714.46,4.0600000000004,0.7600000000002183,663.35,False,4713.46,4710.04,0,1,bearish,4731.94,4704.53,0,0,4.0600000000004,7.076499999999987,1,1,5.0,RANGING,38,NO_TRADE,NONE
2026-04-08 23:35:00,4710.8,4713.77,4710.12,4712.74,582,15,0,4714.144,3.6500000000005457,1.9399999999996,672.75,False,4711.22,4707.16,1,0,bullish,4731.94,4704.53,0,0,3.6500000000005457,7.14050000000002,1,0,4.0,RANGING,28,NO_TRADE,NONE
2026-04-08 23:40:00,4712.74,4715.88,4712.34,4713.56,570,15,0,4713.451999999999,3.539999999999964,0.8200000000006185,678.4,False,4713.77,4710.12,1,0,bullish,4729.45,4704.53,0,0,3.539999999999964,6.852500000000054,1,0,4.0,RANGING,38,NO_TRADE,NONE
