time,open,high,low,close,tick_volume,spread,real_volume,volume,prev_close,momentum,ema20,slope,high_20,low_20,tr,atr14,avg_tr_20,range,range_mean,candle_expansion,volatility,trend_up,trend_down,breakout,reversal,flip,flip_count_10,choppy,confidence_base,behavior_label,behavior_confidence,swing_high,swing_low,swing_high_value,swing_low_value,last_swing_high,last_swing_low,prev_swing_high,prev_swing_low,bos_up,bos_down,bos,structure_state,choch,double_top,double_bottom,break_retest,pattern,date,hour,session,daily_high,daily_low,session_high,session_low,support_level,resistance_level,is_support,is_resistance,supply_zone,demand_zone,order_block,fvg_zone,support_strength,resistance_strength,alpha_score,alpha_signal,alpha_notes,flow_score,flow_signal,flow_notes,signal,signal_owner,confirm_score,position_risk_pct,position_risk,stop_distance,direction,entry_price,stop_loss,take_profit,position_size,daily_loss_locked,trade_allowed,quality,confirmed_signal,market_regime
2026-04-27 01:50:00,4684.97,4685.69,4681.87,4684.49,850,4,0,850,4684.99,-0.5,4689.437916433119,-0.5208333087493884,4699.83,4679.96,3.819999999999709,5.396363636363441,5.396363636363441,3.819999999999709,5.396363636363441,False,0,0,1,0,0,0,8.0,1,50,TREND_DOWN,73,False,True,,4681.87,4688.65,4681.87,4688.65,4682.15,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,1,ASIA,4730.11,4667.22,0,0,4679.96,4699.83,1,1,0,0,0,0,1.0,1.0,38,,,27,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,9.713454545454194,SHORT,4684.49,4694.203454545454,4665.063090909091,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 01:55:00,4684.49,4686.02,4683.72,4684.69,808,4,0,808,4684.49,0.1999999999998181,4688.985733915679,-0.4521825174406331,4699.83,4679.96,2.300000000000182,5.138333333333169,5.138333333333169,2.300000000000182,5.138333333333169,False,0,0,0,0,0,1,8.0,1,50,CHOPPY,40,True,False,4686.02,,4686.02,4681.87,4688.65,4681.87,0,0,0,LH,0,0,0,0,NONE,2026-04-27,1,ASIA,4730.11,4667.22,0,0,4679.96,4699.83,1,1,0,0,1,0,1.0,1.0,20,,,44,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,9.248999999999706,LONG,4684.69,4675.441,4703.187999999999,0.0,False,False,NONE,no_trade,CHOPPY
2026-04-27 02:00:00,4684.69,4684.69,4677.54,4681.36,1420,4,0,1420,4684.69,-3.3299999999999272,4688.259473542757,-0.7262603729213879,4699.83,4679.96,7.149999999999636,5.293076923076744,5.293076923076744,7.149999999999636,5.293076923076744,True,0,0,1,0,1,0,9.0,0,50,REVERSAL,82,False,True,,4677.54,4686.02,4677.54,4686.02,4681.87,0,1,1,NEUTRAL,0,0,0,1,BREAK_RETEST,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.54,4699.83,1,1,0,1,0,0,1.8,1.0,55,,,63,FLOW,exploratory,FLOW,FLOW,63.0,0.005,5.0,9.527538461538139,LONG,4681.36,4671.832461538462,4700.4150769230755,0.5247945227599525,False,True,MEDIUM,buy,REVERSAL
2026-04-27 02:05:00,4681.34,4684.46,4681.34,4683.35,904,4,0,904,4681.36,1.9900000000006912,4687.791904633924,-0.46756890883352753,4699.83,4677.54,3.119999999999891,5.137857142856968,5.137857142856968,3.119999999999891,5.137857142856968,False,0,0,1,0,0,1,9.0,1,50,TREND_DOWN,73,False,False,,,4686.02,4677.54,4686.02,4677.54,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.54,4699.83,1,1,0,0,1,0,1.0,1.0,48,,,37,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,9.248142857142543,SHORT,4683.35,4692.598142857143,4664.853714285715,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 02:10:00,4683.35,4684.89,4683.0,4683.72,695,4,0,695,4683.35,0.36999999999989086,4687.4041041925975,-0.3878004413263625,4699.83,4677.54,1.8900000000003274,4.7342857142855665,4.921333333333193,1.8900000000003274,4.921333333333193,False,0,0,1,0,0,1,8.0,1,50,TREND_DOWN,73,True,False,4684.89,,4684.89,4677.54,4686.02,4677.54,0,0,0,LH,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.54,4699.83,1,1,0,0,0,0,1.0,1.0,38,,,39,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.52171428571402,SHORT,4683.72,4692.241714285714,4666.676571428572,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 02:15:00,4683.71,4684.57,4683.36,4683.64,640,4,0,640,4683.72,-0.07999999999992724,4687.045618079017,-0.3584861135805113,4699.83,4677.54,1.2100000000000364,3.704999999999797,4.68937499999987,1.2100000000000364,4.68937499999987,False,0,0,1,0,0,0,8.0,1,50,TREND_DOWN,73,False,False,,,4684.89,4677.54,4684.89,4677.54,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.54,4699.83,1,1,0,0,0,0,1.0,1.0,38,,,27,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,SHORT,4683.64,4691.64,4667.64,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 02:20:00,4683.58,4683.79,4681.13,4682.56,672,4,0,672,4683.64,-1.0799999999999272,4686.618416357206,-0.42720172181088856,4699.83,4677.54,2.6599999999998545,3.481428571428361,4.56999999999987,2.6599999999998545,4.56999999999987,False,0,0,1,0,0,0,7.0,1,50,TREND_DOWN,73,False,False,,,4684.89,4677.54,4684.89,4677.54,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.54,4699.83,1,1,0,0,0,0,1.0,1.0,38,,,27,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,SHORT,4682.56,4690.56,4666.56,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 02:25:00,4682.57,4682.59,4677.11,4677.29,835,4,0,835,4682.56,-5.270000000000437,4685.729995751758,-0.8884206054481183,4699.83,4677.54,5.480000000000473,3.5442857142855764,4.620555555555459,5.480000000000473,4.620555555555459,False,0,0,1,1,0,0,6.0,0,50,BREAKOUT,73,False,False,,,4684.89,4677.54,4684.89,4677.54,0,1,1,NEUTRAL,0,0,0,1,BREAK_RETEST,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4677.11,4699.83,1,1,0,1,0,0,1.8,1.0,55,,,63,FLOW,exploratory,FLOW,FLOW,63.0,0.005,5.0,8.0,LONG,4677.29,4669.29,4693.29,0.625,False,True,MEDIUM,buy,BREAKOUT
2026-04-27 02:30:00,4677.29,4679.69,4676.42,4678.95,1028,4,0,1028,4677.29,1.6599999999998545,4685.084281870639,-0.6457138811192635,4699.83,4677.11,3.269999999999527,3.3899999999998727,4.549473684210409,3.269999999999527,4.549473684210409,False,0,0,1,0,0,1,6.0,1,50,TREND_DOWN,73,False,False,,,4684.89,4677.54,4684.89,4677.54,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4676.42,4699.83,1,1,0,1,1,0,1.8,1.0,48,,,45,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,SHORT,4678.95,4686.95,4662.95,0.0,False,False,NONE,no_trade,TREND_DOWN
2026-04-27 02:35:00,4678.95,4680.0,4675.42,4676.67,823,4,0,823,4678.95,-2.2799999999997453,4684.282921692483,-0.8013601781558464,4699.83,4676.42,4.579999999999927,3.3942857142855507,4.550999999999886,4.579999999999927,4.550999999999886,False,0,0,1,0,0,0,6.0,0,50,TREND_DOWN,73,True,False,4680.0,,4680.0,4677.54,4684.89,4677.54,0,1,1,LH,0,0,0,1,BREAK_RETEST,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4675.42,4699.83,1,1,0,1,0,0,1.8,1.0,75,ALPHA,strict_alpha,57,FLOW,exploratory,ALPHA,ALPHA,75.0,0.01,10.0,8.0,SHORT,4676.67,4684.67,4660.67,1.25,False,True,HIGH,sell,TREND_DOWN
2026-04-27 02:40:00,4676.67,4678.15,4674.81,4676.81,1060,4,0,1060,4676.67,0.14000000000032742,4683.571214864628,-0.7117068278548686,4699.83,4675.42,3.339999999999236,3.29357142857121,4.340999999999849,3.339999999999236,4.340999999999849,False,0,0,1,0,0,1,6.0,1,50,TREND_DOWN,73,False,True,,4674.81,4680.0,4674.81,4680.0,4677.54,0,1,1,NEUTRAL,0,0,0,1,BREAK_RETEST,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4674.81,4699.83,1,1,0,1,1,0,1.8,1.0,75,ALPHA,strict_alpha,57,FLOW,exploratory,ALPHA,ALPHA,75.0,0.01,10.0,8.0,SHORT,4676.81,4684.81,4660.81,1.25,False,True,HIGH,sell,TREND_DOWN
2026-04-27 02:45:00,4676.81,4682.13,4676.79,4680.63,1281,4,0,1281,4676.81,3.819999999999709,4683.291099163235,-0.28011570139278774,4697.02,4674.81,5.3400000000001455,3.465714285714122,3.826999999999816,5.3400000000001455,3.826999999999816,True,0,0,1,0,0,1,5.0,0,50,TREND_DOWN,81,True,False,4682.13,,4682.13,4674.81,4680.0,4674.81,1,0,1,NEUTRAL,0,0,0,1,BREAK_RETEST,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4674.81,4699.83,1,1,0,0,0,0,1.0,1.0,75,ALPHA,strict_alpha,37,,,ALPHA,ALPHA,75.0,0.01,10.0,8.0,SHORT,4680.63,4688.63,4664.63,1.25,False,True,HIGH,sell,TREND_DOWN
2026-04-27 02:50:00,4680.63,4681.81,4679.01,4681.16,765,4,0,765,4680.63,0.5299999999997453,4683.088137338165,-0.2029618250699059,4688.65,4674.81,2.800000000000182,3.5042857142856128,3.677499999999827,2.800000000000182,3.677499999999827,False,0,0,0,0,0,1,4.0,1,50,CHOPPY,40,False,False,,,4682.13,4674.81,4682.13,4674.81,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4674.81,4699.83,1,1,0,0,0,0,1.0,1.0,10,,,22,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,LONG,4681.16,4673.16,4697.16,0.0,False,False,NONE,no_trade,CHOPPY
2026-04-27 02:55:00,4681.16,4681.85,4679.73,4679.96,936,4,0,936,4681.16,-1.199999999999818,4682.790219496435,-0.29791784172994085,4688.65,4674.81,2.1200000000008004,3.5057142857142805,3.5534999999998944,2.1200000000008004,3.5534999999998944,False,0,0,0,0,0,0,5.0,1,50,CHOPPY,40,True,False,4681.85,,4681.85,4674.81,4682.13,4674.81,0,0,0,LH,0,1,0,0,DOUBLE_TOP,2026-04-27,2,ASIA,4730.11,4667.22,0,0,4674.81,4699.83,1,1,0,0,0,0,1.0,1.0,20,,,46,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,LONG,4679.96,4671.96,4695.96,0.0,False,False,NONE,no_trade,CHOPPY
2026-04-27 03:00:00,4679.96,4681.13,4675.34,4679.08,1602,4,0,1602,4679.96,-0.8800000000001091,4682.43686525868,-0.3533542377554113,4688.65,4674.81,5.789999999999964,3.6464285714285842,3.5714999999999235,5.789999999999964,3.5714999999999235,True,0,0,0,0,0,0,4.0,0,50,RANGE,58,False,False,,,4681.85,4674.81,4681.85,4674.81,0,0,0,NEUTRAL,0,0,0,0,NONE,2026-04-27,3,ASIA,4730.11,4667.22,0,0,4674.81,4699.83,1,1,0,0,0,0,1.0,1.0,20,,,43,,,NO_TRADE,NO_TRADE,0.0,0.0,0.0,8.0,LONG,4679.08,4671.08,4695.08,0.0,False,False,NONE,no_trade,RANGE
